ticker,company name,short name,industry,exchange,market cap,sector
LNC,Lincoln National Corporation,Lincoln National,Insurance - Life,New York Stock Exchange,12601610692,Financial Services
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brasilagro Brazilian Agric Real Estate Sponsored (Brazil),Consumer Packaged Goods,New York Stock Exchange,231887344,Consumer Defensive
LNN,Lindsay Corporation,Lindsay,Farm & Construction Machinery,New York Stock Exchange,942434797,Industrials
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Building Materials,New York Stock Exchange,1563973510,Basic Materials
LOR,Lazard World Dividend & Income Fund Inc.,Lazard World Dividend & Income Fund,Asset Management,New York Stock Exchange,66620812,Financial Services
LOW,Lowe's Companies Inc.,Lowe's Companies,Retail - Apparel & Specialty,New York Stock Exchange,78521165715,Consumer Cyclical
LPG,Dorian LPG Ltd.,Dorian LPG,Transportation & Logistics,New York Stock Exchange,311968113,Industrials
LPI,Laredo Petroleum Inc.,Laredo Petroleum,Oil & Gas - E&P,New York Stock Exchange,919156339,Energy
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,LG Display AMERICAN DEPOSITORY SHARES,Computer Hardware,New York Stock Exchange,6154430040,Technology
LPT,Liberty Property Trust,Liberty Property Trust,REITs,New York Stock Exchange,6956461578,Real Estate
LPX,Louisiana-Pacific Corporation,Louisiana-Pacific,Building Materials,New York Stock Exchange,3451814056,Basic Materials
LRN,K12 Inc,K12,Education,New York Stock Exchange,1282350704,Consumer Defensive
LSI,Life Storage Inc.,Life Storage,REITs,New York Stock Exchange,4566706839,Real Estate
LTC,LTC Properties Inc.,LTC Properties,REITs,New York Stock Exchange,1865849476,Real Estate
LTHM,Livent Corporation,Livent,Metals & Mining,New York Stock Exchange,1862960000,Basic Materials
LTM,LATAM Airlines Group S.A.,LATAM Airlines S.A.,Airlines,New York Stock Exchange,7358757355,Industrials
LTN,Union Acquisition Corp.,Union Acquisition,Conglomerates,New York Stock Exchange,145043750,Industrials
LUB,Luby's Inc.,Luby's,Restaurants,New York Stock Exchange,45358641,Consumer Cyclical
LUV,Southwest Airlines Company,Southwest Airlines Company,Airlines,New York Stock Exchange,32908993297,Industrials
LVS,Las Vegas Sands Corp.,Las Vegas Sands,Travel & Leisure,New York Stock Exchange,46543124054,Consumer Cyclical
LW,Lamb Weston Holdings Inc.,Lamb Weston,Consumer Packaged Goods,New York Stock Exchange,10452207268,Consumer Defensive
LXFR,Luxfer Holdings PLC,Luxfer PLC,Industrial Products,New York Stock Exchange,514849407,Industrials
LXFT,Luxoft Holding Inc. Class A,Luxoft Holding,Application Software,New York Stock Exchange,1980256914,Technology
LXP,Lexington Realty Trust,Lexington Realty Trust,REITs,New York Stock Exchange,2220978777,Real Estate
LXU,LSB Industries Inc.,LSB Industries,Chemicals,New York Stock Exchange,213493570,Basic Materials
LYB,LyondellBasell Industries NV Class A (Netherlands),LyondellBasell Industries NV (Netherlands),Chemicals,New York Stock Exchange,32892480000,Basic Materials
LYG,Lloyds Banking Group Plc American Depositary Shares,Lloyds Banking Plc American Depositary Shares,Banks,New York Stock Exchange,52934312615,Financial Services
LYV,Live Nation Entertainment Inc.,Live Nation Entertainment,Entertainment,New York Stock Exchange,11133129091,Consumer Cyclical
LZB,La-Z-Boy Incorporated,La-Z-Boy Incorporated,Manufacturing - Apparel & Furniture,New York Stock Exchange,1406409104,Consumer Cyclical
M,Macy's Inc,Macy's,Retail - Apparel & Specialty,New York Stock Exchange,8007984266,Consumer Cyclical
MA,Mastercard Incorporated,Mastercard Incorporated,Credit Services,New York Stock Exchange,2.39741E+11,Financial Services
MAA,Mid-America Apartment Communities Inc.,Mid-America Apartment Communities,REITs,New York Stock Exchange,11580313400,Real Estate
MAC,Macerich Company (The),Macerich Company (The),REITs,New York Stock Exchange,6370563989,Real Estate
MAIN,Main Street Capital Corporation,Main Street Capital,Asset Management,New York Stock Exchange,2271409894,Financial Services
MAN,ManpowerGroup,ManpowerGroup,Employment Services,New York Stock Exchange,4867684680,Industrials
MANU,Manchester United Ltd. Class A,Manchester United,Travel & Leisure,New York Stock Exchange,3141137838,Consumer Cyclical
MAS,Masco Corporation,Masco,Building Materials,New York Stock Exchange,10182259906,Basic Materials
MATX,Matson Inc.,Matson,Transportation & Logistics,New York Stock Exchange,1440639411,Industrials
MAV,Pioneer Municipal High Income Advantage Trust of Beneficial Interest,Pioneer Municipal High Income Advantage Trust of Beneficial Interest,Asset Management,New York Stock Exchange,262554634,Financial Services
MAXR,Maxar Technologies Inc.,Maxar,Communication Equipment,New York Stock Exchange,336094456,Technology
MBI,MBIA Inc.,MBIA,Insurance - Property & Casualty,New York Stock Exchange,869264886,Financial Services
MBT,Mobile TeleSystems PJSC,Mobile TeleSystems PJSC,Communication Services,New York Stock Exchange,8002863828,Communication Services
MC,Moelis & Company Class A,Moelis & Company,Asset Management,New York Stock Exchange,2044398214,Financial Services
MCA,Blackrock MuniYield California Quality Fund Inc.,Blackrock MuniYield California Quality Fund,Asset Management,New York Stock Exchange,448650550,Financial Services
MCB,Metropolitan Bank Holding Corp.,Metropolitan Bank Holding,Banks,New York Stock Exchange,296034930,Financial Services
MCC,Medley Capital Corporation,Medley Capital,Asset Management,New York Stock Exchange,189570254,Financial Services
MCD,McDonald's Corporation,McDonald's,Restaurants,New York Stock Exchange,1.378E+11,Consumer Cyclical
MCI,Barings Corporate Investors,Barings Corporate Investors,Asset Management,New York Stock Exchange,309573310,Financial Services
MCK,McKesson Corporation,McKesson,Medical Distribution,New York Stock Exchange,25499333407,Healthcare
MCN,Madison Covered Call & Equity Strategy Fund,Madison Covered Call & Equity Strategy Fund,Asset Management,New York Stock Exchange,141517419,Financial Services
MCO,Moody's Corporation,Moody's,Brokers & Exchanges,New York Stock Exchange,30902206000,Financial Services
MCR,MFS Charter Income Trust,MFS Charter Income Trust,Asset Management,New York Stock Exchange,373861008,Financial Services
MCRN,Milacron Holdings Corp.,Milacron,Industrial Products,New York Stock Exchange,1002766379,Industrials
MCS,Marcus Corporation (The),Marcus (The),Entertainment,New York Stock Exchange,1155845306,Consumer Cyclical
MCY,Mercury General Corporation,Mercury General,Insurance - Property & Casualty,New York Stock Exchange,2921099572,Financial Services
MD,Mednax Inc.,Mednax,Health Care Providers,New York Stock Exchange,3310343356,Healthcare
MDC,M.D.C. Holdings Inc.,M.D.C.,Homebuilding & Construction,New York Stock Exchange,1850755857,Consumer Cyclical
MDLY,Medley Management Inc. Class A,Medley Management,Asset Management,New York Stock Exchange,110716238,Financial Services
MDP,Meredith Corporation,Meredith,Publishing,New York Stock Exchange,2424014516,Consumer Cyclical
MDR,McDermott International Inc.,McDermott International,Oil & Gas - Services,New York Stock Exchange,1713743242,Energy
MDT,Medtronic plc.,Medtronic plc.,Medical Devices,New York Stock Exchange,1.18564E+11,Healthcare
MDU,MDU Resources Group Inc. (Holding Company),MDU Resources (Holding Company),Building Materials,New York Stock Exchange,5043748620,Basic Materials
MED,MEDIFAST INC,MEDIFAST,Retail - Apparel & Specialty,New York Stock Exchange,1540788497,Consumer Cyclical
MEI,Methode Electronics Inc.,Methode Electronics,Computer Hardware,New York Stock Exchange,983483054,Technology
MEN,Blackrock MuniEnhanced Fund Inc,Blackrock MuniEnhanced Fund,Asset Management,New York Stock Exchange,310373109,Financial Services
MET,MetLife Inc.,MetLife,Insurance - Life,New York Stock Exchange,44511339356,Financial Services
MFA,MFA Financial Inc.,MFA Financial,REITs,New York Stock Exchange,3331139083,Real Estate
MFAC,Megalith Financial Acquisition Corp. Class A,Megalith Financial Acquisition,Asset Management,New York Stock Exchange,208860166,Financial Services
MFC,Manulife Financial Corporation,Manulife Financial,Insurance - Life,New York Stock Exchange,31141846578,Financial Services
MFCB,MFC Bancorp Ltd.,MFC Bancorp,Asset Management,New York Stock Exchange,82729687,Financial Services
MFD,Macquarie First Trust Global,Macquarie First Trust Global,Asset Management,New York Stock Exchange,92987622,Financial Services
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Mizuho Financial Sponosred (Japan),Banks,New York Stock Exchange,40002740149,Financial Services
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,Micro Focus Intl PLC ADS each representing One Ord Sh,Application Software,New York Stock Exchange,8195294620,Technology
MFL,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest,Asset Management,New York Stock Exchange,487837886,Financial Services
MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,Asset Management,New York Stock Exchange,273197556,Financial Services
MFT,Blackrock MuniYield Investment Quality Fund of Beneficial Interest,Blackrock MuniYield Investment Quality Fund of Beneficial Interest,Asset Management,New York Stock Exchange,111363983,Financial Services
MFV,MFS Special Value Trust,MFS Special Value Trust,Asset Management,New York Stock Exchange,38571530,Financial Services
MG,Mistras Group Inc,Mistras,Consulting & Outsourcing,New York Stock Exchange,427292228,Industrials
MGA,Magna International Inc.,Magna International,Autos,New York Stock Exchange,17234750947,Consumer Cyclical
MGF,MFS Government Markets Income Trust,MFS Government Markets Income Trust,Asset Management,New York Stock Exchange,146379015,Financial Services
MGM,MGM Resorts International,MGM Resorts International,Travel & Leisure,New York Stock Exchange,15863700742,Consumer Cyclical
MGP,MGM Growth Properties LLC Class A representing limited liability company interests,MGM Growth Properties LLC representing limited liability company interests,REITs,New York Stock Exchange,9226539890,Real Estate
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,Macquarie Global Infrastructure Total Return Fund,Asset Management,New York Stock Exchange,267444885,Financial Services
MGY,Magnolia Oil & Gas Corporation Class A,Magnolia Oil & Gas,Oil & Gas - E&P,New York Stock Exchange,2966191961,Energy
MHD,Blackrock MuniHoldings Fund Inc.,Blackrock MuniHoldings Fund,Asset Management,New York Stock Exchange,217465891,Financial Services
MHE,BlackRock Massachusetts Tax-Exempt Trust,BlackRock Massachusetts Tax-Exempt Trust,Asset Management,New York Stock Exchange,28760509,Financial Services
MHF,Western Asset Municipal High Income Fund Inc.,Western Asset Municipal High Income Fund,Asset Management,New York Stock Exchange,158353077,Financial Services
MHI,Pioneer Municipal High Income Trust of Beneficial Interest,Pioneer Municipal High Income Trust of Beneficial Interest,Asset Management,New York Stock Exchange,260959660,Financial Services
MHK,Mohawk Industries Inc.,Mohawk Industries,Manufacturing - Apparel & Furniture,New York Stock Exchange,9586503694,Consumer Cyclical
MHN,Blackrock MuniHoldings New York Quality Fund Inc.,Blackrock MuniHoldings New York Quality Fund,Asset Management,New York Stock Exchange,386659726,Financial Services
MHO,M/I Homes Inc.,M/I Homes,Homebuilding & Construction,New York Stock Exchange,803790498,Consumer Cyclical
MIC,Macquarie Infrastructure Corporation,Macquarie Infrastructure,Transportation & Logistics,New York Stock Exchange,3689376283,Industrials
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc.,Cohen & Steers MLP Income and Energy Opportunity Fund,Asset Management,New York Stock Exchange,247570462,Financial Services
MIN,MFS Intermediate Income Trust,MFS Intermediate Income Trust,Asset Management,New York Stock Exchange,440262062,Financial Services
MITT,AG Mortgage Investment Trust Inc.,AG Mortgage Investment Trust,REITs,New York Stock Exchange,527156285,Real Estate
MIXT,MiX Telematics Limited American Depositary Shares each representing 25,MiX Telematics Limited American Depositary Shares each representing 25,Application Software,New York Stock Exchange,411363832,Technology
MIY,Blackrock MuniYield Michigan Quality Fund Inc.,Blackrock MuniYield Michigan Quality Fund,Asset Management,New York Stock Exchange,380376539,Financial Services
MKC,McCormick & Company Incorporated,McCormick & Company Incorporated,Consumer Packaged Goods,New York Stock Exchange,16266129446,Consumer Defensive
MKC.V,McCormick & Company Incorporated,McCormick & Company Incorporated,Consumer Packaged Goods,New York Stock Exchange,16243664242,Consumer Defensive
MKL,Markel Corporation,Markel,Insurance - Property & Casualty,New York Stock Exchange,14787290031,Financial Services
MLI,Mueller Industries Inc.,Mueller Industries,Industrial Products,New York Stock Exchange,1707607338,Industrials
MLM,Martin Marietta Materials Inc.,Martin Marietta Materials,Building Materials,New York Stock Exchange,11690471088,Basic Materials
MLP,Maui Land & Pineapple Company Inc.,Maui Land & Pineapple Company,Real Estate Services,New York Stock Exchange,219323183,Real Estate
MLR,Miller Industries Inc.,Miller Industries,Autos,New York Stock Exchange,342975835,Consumer Cyclical
MMC,Marsh & McLennan Companies Inc.,Marsh & McLennan Companies,Brokers & Exchanges,New York Stock Exchange,45968400841,Financial Services
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,MainStay MacKay DefinedTerm Municipal Opportunities Fund,Asset Management,New York Stock Exchange,543249208,Financial Services
MMI,Marcus & Millichap Inc.,Marcus & Millichap,Real Estate Services,New York Stock Exchange,1506823270,Real Estate
MMM,3M Company,3M Company,Industrial Products,New York Stock Exchange,1.15399E+11,Industrials
MMP,Magellan Midstream Partners L.P. Limited Partnership,Magellan Midstream Partners Limited Partnership,Oil & Gas - Midstream,New York Stock Exchange,13778423761,Energy
MMS,Maximus Inc.,Maximus,Business Services,New York Stock Exchange,4541778054,Industrials
MMT,MFS Multimarket Income Trust,MFS Multimarket Income Trust,Asset Management,New York Stock Exchange,384840049,Financial Services
MMU,Western Asset Managed Municipals Fund Inc.,Western Asset Managed Municipals Fund,Asset Management,New York Stock Exchange,564268648,Financial Services
MN,Manning & Napier Inc. Class A,Manning & Napier,Asset Management,New York Stock Exchange,35725986,Financial Services
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,Blackrock Muni New York Intermediate Duration Fund,Asset Management,New York Stock Exchange,54306988,Financial Services
MNK,Mallinckrodt plc,Mallinckrodt plc,Drug Manufacturers,New York Stock Exchange,1895792776,Healthcare
MNP,Western Asset Municipal Partners Fund Inc.,Western Asset Municipal Partners Fund,Asset Management,New York Stock Exchange,138496648,Financial Services
MNR,Monmouth Real Estate Investment Corporation Class A,Monmouth Real Estate Investment,REITs,New York Stock Exchange,1272153334,Real Estate
MO,Altria Group Inc.,Altria,Tobacco Products,New York Stock Exchange,91538343228,Consumer Defensive
MOD,Modine Manufacturing Company,Modine Manufacturing Company,Autos,New York Stock Exchange,767756026,Consumer Cyclical
MODN,Model N Inc.,Model N,Application Software,New York Stock Exchange,475484343,Technology
MOG.A,Moog Inc. Class A,Moog,Aerospace & Defense,New York Stock Exchange,3076741401,Industrials
MOG.B,Moog Inc. Class B,Moog B,Aerospace & Defense,New York Stock Exchange,305212417,Industrials
MOGU,MOGU Inc. American Depositary Shares (each representing 25 Class A),MOGU American Depositary Shares (each representing 25 A),Retail - Apparel & Specialty,New York Stock Exchange,1848232324,Consumer Cyclical
MOH,Molina Healthcare Inc,Molina Healthcare,Health Care Plans,New York Stock Exchange,8753488645,Healthcare
MOS,Mosaic Company (The),Mosaic Company (The),Agriculture,New York Stock Exchange,12354316224,Basic Materials
MOSC,Mosaic Acquisition Corp. Class A,Mosaic Acquisition,Conglomerates,New York Stock Exchange,431250000,Industrials
MOV,Movado Group Inc.,Movado,Retail - Apparel & Specialty,New York Stock Exchange,743224904,Consumer Cyclical
MPA,Blackrock MuniYield Pennsylvania Quality Fund,Blackrock MuniYield Pennsylvania Quality Fund,Asset Management,New York Stock Exchange,176518265,Financial Services
MPC,Marathon Petroleum Corporation,Marathon Petroleum,Oil & Gas - Refining & Marketing,New York Stock Exchange,45693052210,Energy
MPLX,MPLX LP Representing Limited Partner Interests,MPLX Representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange,27880173693,Energy
MPO,Midstates Petroleum Company Inc.,Midstates Petroleum Company,Oil & Gas - E&P,New York Stock Exchange,246697055,Energy
MPV,Barings Participation Investors,Barings Participation Investors,Asset Management,New York Stock Exchange,161705328,Financial Services
MPW,Medical Properties Trust Inc.,Medical Properties Trust,REITs,New York Stock Exchange,6673658828,Real Estate
MPX,Marine Products Corporation,Marine Products,Autos,New York Stock Exchange,490056193,Consumer Cyclical
MQT,Blackrock MuniYield Quality Fund II Inc.,Blackrock MuniYield Quality Fund II,Asset Management,New York Stock Exchange,271824008,Financial Services
MQY,Blackrock MuniYield Quality Fund Inc.,Blackrock MuniYield Quality Fund,Asset Management,New York Stock Exchange,421514144,Financial Services
MRC,MRC Global Inc.,MRC Global,Oil & Gas - Services,New York Stock Exchange,1436174130,Energy
MRK,Merck & Company Inc. (new),Merck & Company (new),Drug Manufacturers,New York Stock Exchange,2.0214E+11,Healthcare
MRO,Marathon Oil Corporation,Marathon Oil,Oil & Gas - E&P,New York Stock Exchange,13408479880,Energy
MRT,MedEquities Realty Trust Inc.,MedEquities Realty Trust,REITs,New York Stock Exchange,363620234,Real Estate
MS,Morgan Stanley,Morgan Stanley,Brokers & Exchanges,New York Stock Exchange,72080000000,Financial Services
MSA,MSA Safety Incorporated,MSA Safety Incorporated,Consulting & Outsourcing,New York Stock Exchange,3865697325,Industrials
MSB,Mesabi Trust,Mesabi Trust,Asset Management,New York Stock Exchange,370915803,Financial Services
MSC,Studio City International Holdings Limited American depositary shares each representing four Class A,Studio City International Limited American depositary shares each representing four,Travel & Leisure,New York Stock Exchange,1143757138,Consumer Cyclical
MSCI,MSCI Inc,MSCI,Brokers & Exchanges,New York Stock Exchange,14561147500,Financial Services
MSD,Morgan Stanley Emerging Markets Debt Fund Inc.,Morgan Stanley Emerging Markets Debt Fund,Asset Management,New York Stock Exchange,187353125,Financial Services
MSF,Morgan Stanley Emerging Markets Fund Inc.,Morgan Stanley Emerging Markets Fund,Asset Management,New York Stock Exchange,240238603,Financial Services
MSG,The Madison Square Garden Company Class A (New),The Madison Square Garden Company (New),Travel & Leisure,New York Stock Exchange,6807553943,Consumer Cyclical
MSGN,MSG Networks Inc.,MSG Networks,Entertainment,New York Stock Exchange,1783782609,Consumer Cyclical
MSI,Motorola Solutions Inc.,Motorola Solutions,Communication Equipment,New York Stock Exchange,19578484457,Technology
MSL,MidSouth Bancorp,MidSouth Bancorp,Banks,New York Stock Exchange,188209902,Financial Services
MSM,MSC Industrial Direct Company Inc.,MSC Industrial Direct Company,Industrial Distribution,New York Stock Exchange,4632539192,Industrials
MT,Arcelor Mittal NY Registry Shares NEW,Arcelor Mittal NY Registry Shares NEW,Steel,New York Stock Exchange,23919032021,Basic Materials
MTB,M&T Bank Corporation,M&T Bank,Banks,New York Stock Exchange,22384323720,Financial Services
MTD,Mettler-Toledo International Inc.,Mettler-Toledo International,Medical Diagnostics & Research,New York Stock Exchange,16175581784,Healthcare
MTDR,Matador Resources Company,Matador Resources Company,Oil & Gas - E&P,New York Stock Exchange,2275488463,Energy
MTG,MGIC Investment Corporation,MGIC Investment,Insurance - Specialty,New York Stock Exchange,4449244920,Financial Services
MTH,Meritage Homes Corporation,Meritage Homes,Homebuilding & Construction,New York Stock Exchange,1802074425,Consumer Cyclical
MTL,Mechel PAO American Depositary Shares (Each rep. 1),Mechel PAO American Depositary Shares (Each rep. 1),Steel,New York Stock Exchange,601927497,Basic Materials
MTN,Vail Resorts Inc.,Vail Resorts,Travel & Leisure,New York Stock Exchange,7979240819,Consumer Cyclical
MTOR,Meritor Inc.,Meritor,Autos,New York Stock Exchange,1758184870,Consumer Cyclical
MTR,Mesa Royalty Trust,Mesa Royalty Trust,Asset Management,New York Stock Exchange,24001548,Financial Services
MTRN,Materion Corporation,Materion,Metals & Mining,New York Stock Exchange,957554681,Basic Materials
MTT,Western Asset Municipal Defined Opportunity Trust Inc,Western Asset Municipal Defined Opportunity Trust,Asset Management,New York Stock Exchange,246944794,Financial Services
MTW,Manitowoc Company Inc. (The),Manitowoc Company (The),Farm & Construction Machinery,New York Stock Exchange,597132224,Industrials
MTX,Minerals Technologies Inc.,Minerals,Chemicals,New York Stock Exchange,2046218520,Basic Materials
MTZ,MasTec Inc.,MasTec,Engineering & Construction,New York Stock Exchange,3365877310,Industrials
MUA,Blackrock MuniAssets Fund Inc,Blackrock MuniAssets Fund,Asset Management,New York Stock Exchange,501227337,Financial Services
MUC,Blackrock MuniHoldings California Quality Fund Inc.,Blackrock MuniHoldings California Quality Fund,Asset Management,New York Stock Exchange,526061857,Financial Services
MUE,Blackrock MuniHoldings Quality Fund II Inc.,Blackrock MuniHoldings Quality Fund II,Asset Management,New York Stock Exchange,272434210,Financial Services
MUFG,Mitsubishi UFJ Financial Group Inc.,Mitsubishi UFJ Financial,Banks,New York Stock Exchange,68555041390,Financial Services
MUH,Blackrock MuniHoldings Fund II Inc.,Blackrock MuniHoldings Fund II,Asset Management,New York Stock Exchange,155675637,Financial Services
MUI,Blackrock Muni Intermediate Duration Fund Inc,Blackrock Muni Intermediate Duration Fund,Asset Management,New York Stock Exchange,497851458,Financial Services
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc.,Blackrock MuniHoldings New Jersey Quality Fund,Asset Management,New York Stock Exchange,392452553,Financial Services
MUR,Murphy Oil Corporation,Murphy Oil,Oil & Gas - E&P,New York Stock Exchange,4881916361,Energy
MUS,Blackrock MuniHoldings Quality Fund Inc,Blackrock MuniHoldings Quality Fund,Asset Management,New York Stock Exchange,156184500,Financial Services
MUSA,Murphy USA Inc.,Murphy USA,Retail - Apparel & Specialty,New York Stock Exchange,2420256455,Consumer Cyclical
MUX,McEwen Mining Inc.,McEwen Mining,Metals & Mining,New York Stock Exchange,618485699,Basic Materials
MVC,MVC Capital Inc.,MVC Capital,Asset Management,New York Stock Exchange,161394188,Financial Services
MVF,Blackrock MuniVest Fund Inc.,Blackrock MuniVest Fund,Asset Management,New York Stock Exchange,574385411,Financial Services
MVO,MV Oil Trust,MV Oil Trust,Oil & Gas - E&P,New York Stock Exchange,84076500,Energy
MVT,Blackrock MuniVest Fund II Inc.,Blackrock MuniVest Fund II,Asset Management,New York Stock Exchange,307516568,Financial Services
MWA,MUELLER WATER PRODUCTS,MUELLER WATER PRODUCTS,Industrial Products,New York Stock Exchange,1628065524,Industrials
MX,MagnaChip Semiconductor Corporation,MagnaChip Semiconductor,Semiconductors,New York Stock Exchange,230236047,Technology
MXE,Mexico Equity and Income Fund Inc. (The),Mexico Equity and Income Fund (The),Asset Management,New York Stock Exchange,77785562,Financial Services
MXF,Mexico Fund Inc. (The),Mexico Fund (The),Asset Management,New York Stock Exchange,219376375,Financial Services
MXL,MaxLinear Inc.,MaxLinear,Semiconductors,New York Stock Exchange,1357916223,Technology
MYC,Blackrock MuniYield California Fund Inc.,Blackrock MuniYield California Fund,Asset Management,New York Stock Exchange,281880541,Financial Services
MYD,Blackrock MuniYield Fund Inc.,Blackrock MuniYield Fund,Asset Management,New York Stock Exchange,634137902,Financial Services
MYE,Myers Industries Inc.,Myers Industries,Autos,New York Stock Exchange,590739473,Consumer Cyclical
MYF,Blackrock MuniYield Investment Fund,Blackrock MuniYield Investment Fund,Asset Management,New York Stock Exchange,186354806,Financial Services
MYI,Blackrock MuniYield Quality Fund III Inc,Blackrock MuniYield Quality Fund III,Asset Management,New York Stock Exchange,849698778,Financial Services
MYJ,Blackrock MuniYield New Jersey Fund Inc,Blackrock MuniYield New Jersey Fund,Asset Management,New York Stock Exchange,331207620,Financial Services
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Asset Management,New York Stock Exchange,473851410,Financial Services
MYOV,Myovant Sciences Ltd.,Myovant Sciences,Biotechnology,New York Stock Exchange,1367797836,Healthcare
MZA,Blackrock MuniYield Arizona Fund Inc.,Blackrock MuniYield Arizona Fund,Asset Management,New York Stock Exchange,60029424,Financial Services
NAC,Nuveen California Quality Municipal Income Fund,Nuveen California Quality Municipal Income Fund,Asset Management,New York Stock Exchange,1926764360,Financial Services
NAD,Nuveen Quality Municipal Income Fund,Nuveen Quality Municipal Income Fund,Asset Management,New York Stock Exchange,2664609644,Financial Services
NAN,Nuveen New York Quality Municipal Income Fund,Nuveen New York Quality Municipal Income Fund,Asset Management,New York Stock Exchange,396370610,Financial Services
NAO,Nordic Amern Offshore Ltd. (Bermuda),Nordic Amern Offshore (Bermuda),Transportation & Logistics,New York Stock Exchange,211934,Industrials
NAT,Nordic American Tankers Limited,Nordic American Tankers Limited,Transportation & Logistics,New York Stock Exchange,289618119,Industrials
NAV,Navistar International Corporation,Navistar International,Truck Manufacturing,New York Stock Exchange,3409208333,Industrials
NAZ,Nuveen Arizona Quality Municipal Income Fund,Nuveen Arizona Quality Municipal Income Fund,Asset Management,New York Stock Exchange,142035263,Financial Services
NBB,Nuveen Taxable Municipal Income Fund of Beneficial Interest,Nuveen Taxable Municipal Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,678768050,Financial Services
NBHC,National Bank Holdings Corporation,National Bank,Banks,New York Stock Exchange,1001533001,Financial Services
NBL,Noble Energy Inc.,Noble Energy,Oil & Gas - E&P,New York Stock Exchange,11097750870,Energy
NBLX,Noble Midstream Partners LP Representing Limited Partner Interests,Noble Midstream Partners Representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange,1309318840,Energy
NBR,Nabors Industries Ltd.,Nabors Industries,Oil & Gas - Drilling,New York Stock Exchange,1141364666,Energy
NC,NACCO Industries Inc.,NACCO Industries,Coal,New York Stock Exchange,243131743,Basic Materials
NCA,Nuveen California Municipal Value Fund Inc.,Nuveen California Municipal Value Fund,Asset Management,New York Stock Exchange,263493571,Financial Services
NCB,Nuveen California Municipal Value Fund 2 of Beneficial Interest,Nuveen California Municipal Value Fund 2 of Beneficial Interest,Asset Management,New York Stock Exchange,52829494,Financial Services
NCI,Navigant Consulting Inc.,Navigant Consulting,Business Services,New York Stock Exchange,1126057523,Industrials
NCLH,Norwegian Cruise Line Holdings Ltd.,Norwegian Cruise Line,Travel & Leisure,New York Stock Exchange,11462955353,Consumer Cyclical
NCR,NCR Corporation,NCR,Application Software,New York Stock Exchange,3351561000,Technology
NCS,NCI Building Systems Inc.,NCI Building Systems,Industrial Products,New York Stock Exchange,1074231991,Industrials
NCV,AllianzGI Convertible & Income Fund,AllianzGI Convertible & Income Fund,Asset Management,New York Stock Exchange,569472098,Financial Services
NCZ,AllianzGI Convertible & Income Fund II of Beneficial Interest,AllianzGI Convertible & Income Fund II of Beneficial Interest,Asset Management,New York Stock Exchange,416861413,Financial Services
NDP,Tortoise Energy Independence Fund Inc.,Tortoise Energy Independence Fund,Asset Management,New York Stock Exchange,140475830,Financial Services
NE,Noble Corporation (UK),Noble (UK),Oil & Gas - Drilling,New York Stock Exchange,842802873,Energy
NEA,Nuveen AMT-Free Quality Municipal Income Fund of Beneficial Interest Par Value $.01,Nuveen AMT-Free Quality Municipal Income Fund of Beneficial Interest Par Value $.01,Asset Management,New York Stock Exchange,3391723553,Financial Services
NEE,NextEra Energy Inc.,NextEra Energy,Utilities - Regulated,New York Stock Exchange,84763591329,Utilities
NEM,Newmont Mining Corporation,Newmont Mining,Metals & Mining,New York Stock Exchange,18110549990,Basic Materials
NEP,NextEra Energy Partners LP representing limited partner interests,NextEra Energy Partners representing limited partner interests,Utilities - Independent Power Producers,New York Stock Exchange,2314125000,Utilities
NETS,Netshoes (Cayman) Limited,Netshoes (Cayman) Limited,Retail - Apparel & Specialty,New York Stock Exchange,87733889,Consumer Cyclical
NEU,NewMarket Corp,NewMarket,Chemicals,New York Stock Exchange,4553230437,Basic Materials
NEV,Nuveen Enhanced Municipal Value Fund of Beneficial Interest,Nuveen Enhanced Municipal Value Fund of Beneficial Interest,Asset Management,New York Stock Exchange,338322922,Financial Services
NEW,Puxin Limited American Depositary Shares each representing two,Puxin Limited American Depositary Shares each representing two,Education,New York Stock Exchange,503934672,Consumer Defensive
NEWM,New Media Investment Group Inc.,New Media Investment,Publishing,New York Stock Exchange,830893211,Consumer Cyclical
NEWR,New Relic Inc.,New Relic,Application Software,New York Stock Exchange,6076281574,Technology
